Year,Units,Sex,Age,Country,Region,Species,Fatality,Region of Birth,Ethnicity,Region of travel,Value
2016,Number of cases,Female,0 to 4,,,,,,,,5
2016,Number of cases,Female,5 to 9,,,,,,,,13
2016,Number of cases,Female,10 to 14,,,,,,,,25
2016,Number of cases,Female,15 to 19,,,,,,,,32
2016,Number of cases,Female,20 to 24,,,,,,,,46
2016,Number of cases,Female,25 to 29,,,,,,,,65
2016,Number of cases,Female,30 to 34,,,,,,,,52
2016,Number of cases,Female,35 to 39,,,,,,,,53
2016,Number of cases,Female,40 to 44,,,,,,,,64
2016,Number of cases,Female,45 to 49,,,,,,,,56
2016,Number of cases,Female,50 to 54,,,,,,,,50
2016,Number of cases,Female,55 to 59,,,,,,,,36
2016,Number of cases,Female,60 to 64,,,,,,,,30
2016,Number of cases,Female,65 to 69,,,,,,,,14
2016,Number of cases,Female,70 and over,,,,,,,,28
2017,Number of cases,,,,,,,,,,1778
2017,Number of cases,,0 to 4,,,,,,,,39
2017,Number of cases,,5 to 9,,,,,,,,53
2017,Number of cases,,10 to 14,,,,,,,,61
2017,Number of cases,,15 to 19,,,,,,,,75
2017,Number of cases,,20 to 24,,,,,,,,117
2017,Number of cases,,25 to 29,,,,,,,,149
2017,Number of cases,,30 to 34,,,,,,,,169
2017,Number of cases,,35 to 39,,,,,,,,162
2017,Number of cases,,40 to 44,,,,,,,,196
2017,Number of cases,,45 to 49,,,,,,,,205
2017,Number of cases,,50 to 54,,,,,,,,199
2017,Number of cases,,55 to 59,,,,,,,,156
2017,Number of cases,,60 to 64,,,,,,,,92
2017,Number of cases,,65 to 69,,,,,,,,48
2017,Number of cases,,70 and over,,,,,,,,57
2017,Number of cases,Male,,,,,,,,,1188
2017,Number of cases,Male,0 to 4,,,,,,,,20
2017,Number of cases,Male,5 to 9,,,,,,,,28
2017,Number of cases,Male,10 to 14,,,,,,,,41
2017,Number of cases,Male,15 to 19,,,,,,,,52
2017,Number of cases,Male,20 to 24,,,,,,,,73
2017,Number of cases,Male,25 to 29,,,,,,,,100
2017,Number of cases,Male,30 to 34,,,,,,,,106
2017,Number of cases,Male,35 to 39,,,,,,,,121
2017,Number of cases,Male,40 to 44,,,,,,,,142
2017,Number of cases,Male,45 to 49,,,,,,,,142
2017,Number of cases,Male,50 to 54,,,,,,,,138
2017,Number of cases,Male,55 to 59,,,,,,,,103
2017,Number of cases,Male,60 to 64,,,,,,,,64
2017,Number of cases,Male,65 to 69,,,,,,,,26
2017,Number of cases,Male,70 and over,,,,,,,,32
2017,Number of cases,Female,,,,,,,,,590
2017,Number of cases,Female,0 to 4,,,,,,,,19
2017,Number of cases,Female,5 to 9,,,,,,,,25
2017,Number of cases,Female,10 to 14,,,,,,,,20
2017,Number of cases,Female,15 to 19,,,,,,,,23
2017,Number of cases,Female,20 to 24,,,,,,,,44
2017,Number of cases,Female,25 to 29,,,,,,,,49
2017,Number of cases,Female,30 to 34,,,,,,,,63
2017,Number of cases,Female,35 to 39,,,,,,,,41
2017,Number of cases,Female,40 to 44,,,,,,,,54
2017,Number of cases,Female,45 to 49,,,,,,,,63
2017,Number of cases,Female,50 to 54,,,,,,,,61
2017,Number of cases,Female,55 to 59,,,,,,,,53
2017,Number of cases,Female,60 to 64,,,,,,,,28
2017,Number of cases,Female,65 to 69,,,,,,,,22
2017,Number of cases,Female,70 and over,,,,,,,,25
2014,Number of cases,,,England,London,,,,,,779
2014,Number of cases,,,England,South East,,,,,,133
2014,Number of cases,,,England,West Midlands,,,,,,115
2014,Number of cases,,,England,North West,,,,,,121
2014,Number of cases,,,England,East of England,,,,,,113
2014,Number of cases,,,England,Yorkshire and Humber,,,,,,97
2014,Number of cases,,,England,South West,,,,,,59
2014,Number of cases,,,England,East Midlands,,,,,,48
2014,Number of cases,,,England,North East,,,,,,10
2014,Number of cases,,,England,,,,,,,1475
2014,Number of cases,,,Scotland,,,,,,,76
2014,Number of cases,,,Wales,,,,,,,33
2014,Number of cases,,,Northern Ireland,,,,,,,2
2014,Number of cases,,,,,,,,,,1586
2015,Number of cases,,,England,London,,,,,,681
2015,Number of cases,,,England,South East,,,,,,120
2015,Number of cases,,,England,West Midlands,,,,,,122
2015,Number of cases,,,England,North West,,,,,,114
2015,Number of cases,,,England,East of England,,,,,,115
2015,Number of cases,,,England,Yorkshire and Humber,,,,,,68
2015,Number of cases,,,England,South West,,,,,,52
2015,Number of cases,,,England,East Midlands,,,,,,39
2015,Number of cases,,,England,North East,,,,,,8
2015,Number of cases,,,England,,,,,,,1319
2015,Number of cases,,,Scotland,,,,,,,49
2015,Number of cases,,,Wales,,,,,,,21
2015,Number of cases,,,Northern Ireland,,,,,,,11
2015,Number of cases,,,,,,,,,,1400
2016,Number of cases,,,England,London,,,,,,843
2016,Number of cases,,,England,South East,,,,,,141
2016,Number of cases,,,England,West Midlands,,,,,,118
2016,Number of cases,,,England,North West,,,,,,107
2016,Number of cases,,,England,East of England,,,,,,122
2016,Number of cases,,,England,Yorkshire and Humber,,,,,,68
2016,Number of cases,,,England,South West,,,,,,65
2016,Number of cases,,,England,East Midlands,,,,,,43
2016,Number of cases,,,England,North East,,,,,,22
2016,Number of cases,,,England,,,,,,,1529
2016,Number of cases,,,Scotland,,,,,,,58
2016,Number of cases,,,Wales,,,,,,,25
2016,Number of cases,,,Northern Ireland,,,,,,,6
2016,Number of cases,,,,,,,,,,1618
2017,Number of cases,,,England,London,,,,,,922
2017,Number of cases,,,England,South East,,,,,,155
2017,Number of cases,,,England,West Midlands,,,,,,161
2017,Number of cases,,,England,North West,,,,,,128
2017,Number of cases,,,England,East of England,,,,,,114
2017,Number of cases,,,England,Yorkshire and Humber,,,,,,79
2017,Number of cases,,,England,South West,,,,,,73
2017,Number of cases,,,England,East Midlands,,,,,,50
2017,Number of cases,,,England,North East,,,,,,26
2017,Number of cases,,,England,,,,,,,1708
2017,Number of cases,,,Scotland,,,,,,,50
2017,Number of cases,,,Wales,,,,,,,24
2017,Number of cases,,,Northern Ireland,,,,,,,10
2017,Number of cases,,,,,,,,,,1792
